Timestamp,RequestHits
2015-07-24 13:27:09,53.0
2015-07-24 13:27:10,0
2015-07-24 13:27:11,0
2015-07-24 13:27:12,0
2015-07-24 13:27:13,0
2015-07-24 13:27:14,0
2015-07-24 13:27:15,0
2015-07-24 13:27:16,0
2015-07-24 13:27:17,0
2015-07-24 13:27:18,0
